card_number,gender,Name,Surname,Age,Birthday,City,card_num
193033,M,Ким,Тимофеев,46,1977-06-02,Lida,676502393
193034,F,Пелагея,Маркова,39,1984-12-09,Mogilev,691284172
193035,M,Ерофей,Щербаков,37,1987-02-28,Orsha,684930526
193036,F,Варвара,Большакова,48,1976-03-14,Mogilev,685095370
193037,M,Тарас,Горбунов,37,1986-07-09,Brest,684562147
193038,F,Юлия,Емельянова,38,1985-09-29,Gomel,686938717
193039,M,Парамон,Носков,43,1980-09-15,Brest,705468357
193040,M,Аггей,Семенов,46,1978-03-28,Brest,710389838
193041,M,Прокофий,Уваров,46,1978-02-23,Minsk,712645567
193042,M,Лаврентий,Зуев,45,1978-11-24,Grodno,703805933
193043,M,Любомир,Самойлов,46,1977-10-01,Gomel,721105688
193044,F,Анжелика,Маслова,36,1987-06-11,Lida,712889686
193045,F,Ульяна,Ершова,38,1985-05-26,Gomel,723862550
193046,M,Аггей,Силин,46,1977-07-04,Orsha,726855863
193047,M,Амос,Щукин,49,1975-04-06,Orsha,732032689
193048,M,Гордей,Меркушев,51,1972-12-10,Lida,722060336
193049,M,Аким,Никифоров,48,1976-03-24,Lida,727947620
193050,M,Соломон,Абрамов,46,1977-09-09,Lida,725259281
193051,F,Варвара,Ширяева,43,1980-09-29,Lida,732204290
193052,M,Модест,Ширяев,51,1973-02-22,Brest,734142569
193053,F,Лидия,Одинцова,48,1976-02-27,Grodno,745666697
193054,F,Феврония,Голубева,37,1987-03-09,Brest,740202839
193055,M,Ермолай,Осипов,55,1968-08-10,Orsha,750119673
193056,M,Аким,Лазарев,50,1973-12-04,Brest,751904117
193057,F,Валентина,Беспалова,47,1977-03-26,Mogilev,757236934
193058,M,Владислав,Антонов,38,1986-01-23,Orsha,757065549
193059,F,Полина,Зыкова,47,1976-05-01,Grodno,755266115
193060,F,Раиса,Михеева,33,1990-10-22,Lida,765563370
193061,M,Фадей,Павлов,49,1975-03-17,Lida,772642827
193062,M,Лев,Носков,37,1986-09-29,Brest,774470615
193063,F,Дарья,Фролова,45,1978-06-04,Brest,768032678
193064,M,Бажен,Шестаков,41,1983-02-23,Gomel,767332030
193065,M,Богдан,Казаков,51,1972-09-01,Brest,777022744
193066,F,Милица,Овчинникова,51,1973-02-28,Mogilev,776053989
193067,M,Юлий,Фомичев,51,1973-02-15,Lida,778216204
193068,F,Валентина,Соловьева,33,1990-06-22,Brest,778534648
193069,F,Анна,Селиверстова,44,1980-04-14,Brest,777496716
193070,F,Глафира,Потапова,47,1977-01-25,Grodno,781648088
193071,M,Феликс,Максимов,38,1986-02-04,Brest,796273575
193072,M,Август,Карпов,39,1985-03-22,Brest,789551862
193073,M,Михаил,Александров,38,1986-03-25,Grodno,790627760
193074,M,Эраст,Стрелков,42,1981-06-09,Minsk,791602192
193075,M,Ладимир,Лыткин,46,1977-09-25,Lida,793659347
193076,M,Автоном,Дроздов,41,1982-12-20,Mogilev,803986177
193077,M,Федосий,Прохоров,39,1984-08-15,Lida,804221426
193078,F,Ксения,Кулагина,39,1984-06-04,Orsha,801680301
193079,M,Амос,Гурьев,45,1978-06-18,Grodno,798961912
193080,F,Любовь,Гущина,51,1973-03-19,Minsk,811484397
193081,M,Мстислав,Андреев,53,1970-09-02,Lida,808499911
193082,M,Флорентин,Блинов,48,1976-01-09,Minsk,804616609
193083,M,Спартак,Мартынов,40,1983-05-21,Lida,812342719
193084,M,Потап,Шилов,49,1974-09-17,Grodno,816801134
193085,M,Гремислав,Устинов,53,1971-01-28,Orsha,820804033
193086,M,Данила,Исаков,51,1972-08-15,Grodno,819739925
193087,F,Иванна,Владимирова,39,1985-01-20,Minsk,821758079
193088,M,Севастьян,Кошелев,42,1981-06-29,Orsha,825658689
193089,M,Степан,Осипов,48,1975-11-08,Gomel,827778394
193090,F,Екатерина,Моисеева,29,1995-02-27,Brest,830798918
193091,M,Матвей,Абрамов,53,1970-05-03,Mogilev,831209032
193092,M,Август,Колесников,35,1988-11-04,Mogilev,837948177
193093,F,Оксана,Лаврентьева,53,1970-07-11,Orsha,842337275
193094,M,Никифор,Исаев,37,1987-03-05,Grodno,855259036
193095,M,Варфоломей,Колесников,42,1982-02-16,Grodno,846154718
193096,M,Евдоким,Смирнов,54,1969-08-22,Minsk,848420729
193097,M,Ананий,Игнатьев,48,1975-04-21,Orsha,859312476
193098,F,Олимпиада,Петрова,53,1970-11-06,Brest,851363345
193099,M,Адам,Фадеев,40,1983-12-07,Lida,859435790
193100,M,Кузьма,Мартынов,44,1979-10-04,Gomel,852887086
193101,F,Татьяна,Самсонова,50,1973-07-05,Minsk,853756645
193102,M,Фортунат,Дроздов,43,1980-11-06,Gomel,866736915
193103,M,Олег,Зиновьев,50,1974-01-03,Gomel,861978983
193104,F,Тамара,Соболева,48,1975-07-27,Mogilev,872270602
193105,F,Вероника,Герасимова,46,1977-09-28,Grodno,874061272
193106,F,София,Колобова,47,1976-12-26,Minsk,863761520
193107,F,Прасковья,Рожкова,41,1982-06-08,Brest,876928866
193108,F,Майя,Лихачева,61,1963-01-05,Grodno,869029276
193109,M,Ладислав,Евдокимов,44,1979-06-01,Minsk,873854032
193110,F,Ираида,Громова,58,1965-11-02,Brest,882231430
193111,F,Нонна,Тарасова,45,1978-11-03,Brest,879363905
193112,M,Всеслав,Королев,54,1969-12-01,Gomel,894257100
193113,M,Милен,Елисеев,39,1984-05-27,Orsha,883907517
193114,M,Зосима,Селезнев,36,1987-07-11,Orsha,891286225
193115,M,Любомир,Селезнев,53,1971-02-28,Orsha,903601405
193116,F,Антонина,Жданова,44,1979-07-21,Lida,911601272
193117,M,Лавр,Харитонов,47,1976-11-25,Gomel,912892300
193118,M,Фома,Пестов,57,1967-03-21,Brest,904066671
193119,F,Лора,Харитонова,49,1975-02-25,Mogilev,908165784
193120,M,Прокл,Кулагин,50,1974-02-06,Minsk,911402275
193121,M,Нестор,Суханов,46,1977-09-16,Minsk,913103848
193122,F,Ирина,Семенова,34,1989-09-10,Mogilev,918052154
193123,M,Рубен,Якушев,52,1971-07-24,Minsk,930450089
193124,M,Каллистрат,Иванов,27,1996-10-22,Grodno,924379963
193125,F,Ольга,Агафонова,47,1976-05-15,Brest,927215255
193126,F,Валентина,Давыдова,41,1982-11-06,Mogilev,927309506
193127,M,Тарас,Федотов,55,1969-01-29,Gomel,933317665
193128,M,Кирилл,Ширяев,46,1977-12-20,Lida,943203485
193129,M,Эраст,Матвеев,47,1976-04-26,Lida,942387246
193130,F,Марина,Дмитриева,41,1982-09-24,Orsha,943544282
193131,M,Амвросий,Меркушев,55,1968-07-20,Grodno,949160646
193132,F,Акулина,Мясникова,40,1983-09-26,Lida,945075574
193133,M,Гаврила,Егоров,47,1977-04-14,Minsk,957452315
193134,F,Нина,Орлова,52,1972-04-17,Lida,948861061
193135,M,Капитон,Русаков,44,1979-05-21,Brest,950764559
193136,M,Игорь,Осипов,40,1983-11-12,Gomel,952847022
193137,F,Мария,Фадеева,36,1988-01-01,Lida,965755040
193138,F,Милица,Филатова,31,1992-04-28,Gomel,960404875
193139,M,Август,Харитонов,54,1969-12-07,Gomel,956847481
193140,F,Фёкла,Зиновьева,45,1979-04-08,Gomel,957330792
193141,M,Авдей,Сафонов,39,1984-10-12,Grodno,972594422
193142,M,Викентий,Трофимов,50,1973-04-28,Gomel,964212504
193143,M,Пров,Крюков,42,1981-11-05,Lida,971960616
193144,M,Захар,Прохоров,46,1977-04-21,Grodno,978373136
193145,M,Евгений,Назаров,37,1987-01-28,Gomel,995436106
193146,M,Матвей,Брагин,46,1977-09-06,Grodno,986982738
193147,M,Виктор,Хохлов,44,1979-12-05,Mogilev,995360603
193148,M,Наум,Некрасов,54,1969-09-03,Grodno,405155
193149,M,Аристарх,Уваров,50,1973-08-26,Mogilev,396501
193150,F,Лукия,Селиверстова,60,1963-11-29,Grodno,405403
193151,M,Иван,Петров,40,1983-10-27,Mogilev,396527
193152,F,Галина,Горбачева,50,1973-11-28,Gomel,408324
193153,F,Елена,Устинова,48,1975-05-28,Gomel,409967
193154,F,Александра,Егорова,47,1976-06-27,Lida,417331
193155,F,Евгения,Корнилова,37,1986-11-04,Mogilev,421911
193156,F,Евпраксия,Самсонова,40,1983-08-04,Minsk,472062
193157,M,Эрнст,Иванов,47,1976-08-14,Minsk,476279
193158,M,Мир,Силин,48,1975-07-15,Orsha,532865
193159,M,Аркадий,Назаров,52,1971-06-04,Minsk,536742
193160,M,Всемил,Кириллов,49,1974-05-14,Mogilev,536015
193161,M,Мирон,Кулагин,48,1975-12-02,Lida,762215
193162,M,Онуфрий,Одинцов,48,1976-04-11,Gomel,774244
193163,M,Артемий,Щербаков,51,1973-04-04,Mogilev,766497
193164,F,Елена,Самойлова,39,1984-06-10,Minsk,766604
193165,M,Владислав,Маслов,37,1987-04-01,Mogilev,773618
193166,M,Владлен,Тихонов,46,1977-08-04,Mogilev,793170
193167,M,Радим,Пестов,49,1974-06-26,Grodno,796601
193168,M,Пантелеймон,Наумов,35,1989-01-23,Brest,797211
193169,M,Аникей,Евдокимов,50,1973-08-07,Brest,801445
193170,M,Филарет,Анисимов,45,1978-05-17,Minsk,794176
193171,M,Рубен,Кудряшов,39,1984-09-04,Minsk,795397
193172,M,Феоктист,Елисеев,45,1978-05-30,Orsha,796676
193173,M,Радован,Громов,61,1963-02-16,Gomel,794481
193174,M,Ипат,Колесников,49,1974-08-07,Gomel,796900
193175,F,Антонина,Архипова,35,1988-08-06,Grodno,832901
193176,M,Анисим,Пестов,46,1978-01-09,Lida,834022
193177,M,Любомир,Бирюков,47,1976-10-29,Mogilev,838411
193178,M,Павел,Жуков,41,1982-11-22,Gomel,844088
193179,M,Натан,Соболев,44,1979-08-30,Grodno,843502
193180,M,Терентий,Вишняков,51,1972-04-23,Orsha,841241
193181,F,Прасковья,Захарова,45,1979-01-01,Orsha,902169
193182,F,Евфросиния,Белякова,41,1982-10-18,Grodno,903712
193183,M,Игнатий,Дроздов,36,1987-10-23,Lida,907945
193184,M,Мечислав,Красильников,48,1975-10-19,Minsk,902623
193185,M,Александр,Лобанов,44,1979-11-07,Orsha,911234
193186,F,Екатерина,Лобанова,45,1978-08-24,Grodno,944474
193187,F,Регина,Хохлова,56,1967-10-08,Gomel,1004710
193188,M,Милан,Цветков,40,1983-09-09,Minsk,5184175
193189,M,Михаил,Рогов,52,1971-11-02,Lida,12426999
193190,M,Аникита,Лукин,49,1974-05-20,Mogilev,16741849
193191,M,Порфирий,Орлов,41,1982-06-05,Minsk,15630597
193192,F,Полина,Воронцова,50,1974-01-21,Grodno,16601391
193193,M,Мирон,Суханов,46,1977-11-30,Lida,21860584
193194,M,Милий,Лобанов,53,1970-08-28,Brest,25205804
193195,M,Анисим,Исаков,42,1981-06-13,Brest,26192860
193196,M,Федот,Никифоров,45,1978-05-28,Mogilev,28399669
193197,M,Семен,Савельев,37,1986-11-05,Orsha,31367349
193198,M,Стоян,Тарасов,54,1970-02-22,Gomel,33687272
193199,M,Виталий,Ершов,42,1981-11-08,Minsk,33731872
193200,M,Вацлав,Гришин,43,1980-11-15,Gomel,35951090
193201,M,Родион,Герасимов,46,1978-01-05,Minsk,43664956
193202,M,Мокей,Кабанов,54,1969-06-10,Brest,51323859
193203,M,Гордей,Ефремов,56,1967-07-08,Minsk,51977365
193204,F,Марина,Киселева,43,1980-11-23,Gomel,55951002
193205,M,Иосиф,Титов,39,1984-10-25,Mogilev,56547197
193206,F,Оксана,Белоусова,61,1963-03-06,Gomel,65658043
193207,M,Рюрик,Ковалев,40,1984-02-27,Mogilev,66073424
193208,M,Борислав,Дементьев,54,1970-04-15,Minsk,70235076
193209,M,Поликарп,Тимофеев,40,1983-07-01,Grodno,70034430
193210,M,Милован,Гущин,57,1967-01-27,Grodno,74410493
193211,M,Борислав,Назаров,53,1970-09-07,Brest,74461314
193212,F,Фаина,Боброва,53,1970-12-28,Gomel,76618325
193213,M,Ефрем,Исаков,42,1981-12-16,Grodno,82505113
193214,M,Галактион,Сорокин,41,1982-07-12,Minsk,82145776
193215,F,Зоя,Капустина,59,1965-01-27,Lida,90823968
193216,F,Наина,Гордеева,48,1975-09-07,Brest,93750640
193217,F,Ольга,Степанова,59,1964-10-30,Lida,100079734
193218,M,Юлий,Суворов,51,1973-04-04,Orsha,95012468
193219,F,Элеонора,Гущина,27,1996-10-26,Grodno,99959086
193220,M,Адам,Белов,49,1974-09-04,Orsha,106236924
193221,F,Александра,Гуляева,43,1981-03-30,Lida,111684704
193222,F,Василиса,Фадеева,41,1982-12-01,Lida,121056820
193223,M,Афанасий,Абрамов,51,1972-06-17,Brest,120966332
193224,M,Стоян,Петров,44,1980-03-05,Grodno,123737045
193225,M,Иннокентий,Силин,43,1981-02-08,Brest,126286016
193226,F,Лукия,Сафонова,44,1980-03-20,Brest,128667882
193227,F,Александра,Фомина,39,1984-09-07,Brest,131632626
193228,F,Юлия,Шарапова,54,1969-10-31,Gomel,133105425
193229,F,Алевтина,Лапина,43,1980-08-29,Gomel,129870469
193230,F,Олимпиада,Гришина,45,1978-11-01,Orsha,139466134
193231,M,Адриан,Гаврилов,42,1981-07-31,Minsk,138893916
193232,M,Ратмир,Фролов,42,1981-12-21,Grodno,141048714
193233,M,Тимофей,Сидоров,52,1972-03-26,Orsha,140618913
193234,M,Корнил,Ефимов,51,1972-09-12,Orsha,143830978
193235,F,Акулина,Терентьева,49,1974-06-21,Minsk,150296420
193236,F,Анжела,Фомина,37,1986-12-24,Mogilev,156219697
193237,M,Фока,Пахомов,36,1988-03-23,Lida,151297839
193238,M,Ратибор,Исаков,44,1980-01-16,Gomel,155802768
193239,M,Максим,Стрелков,46,1978-04-15,Lida,162855510
193240,M,Август,Туров,41,1982-07-09,Gomel,168727711
193241,F,Мария,Гришина,46,1977-12-19,Lida,171091576
193242,F,Наина,Власова,59,1965-04-12,Minsk,168059347
193243,M,Глеб,Орлов,41,1982-08-22,Lida,170486207
193244,M,Милован,Борисов,45,1978-09-22,Orsha,177481003
193245,M,Артемий,Новиков,52,1971-07-11,Mogilev,176524134
193246,M,Родион,Рожков,43,1981-03-28,Mogilev,179448646
193247,F,Галина,Доронина,39,1984-12-26,Orsha,179119858
193248,M,Силантий,Панов,51,1972-06-14,Brest,180830493
193249,F,Надежда,Петрова,48,1975-06-05,Grodno,183277916
193250,M,Станислав,Рыбаков,49,1974-09-15,Gomel,186049528
193251,M,Богдан,Зыков,48,1975-04-26,Minsk,184417743
193252,M,Виктор,Власов,50,1973-11-05,Mogilev,189840850
193253,M,Игнатий,Зайцев,40,1983-06-01,Brest,193774060
193254,M,Епифан,Александров,39,1984-08-17,Mogilev,202290262
193255,M,Леон,Щукин,35,1988-05-07,Mogilev,206797767
193256,M,Леонид,Буров,46,1978-01-04,Grodno,204246668
193257,F,Синклитикия,Назарова,53,1970-09-11,Gomel,207686639
193258,M,Кир,Давыдов,30,1993-09-15,Minsk,213776663
193259,M,Евгений,Кошелев,40,1983-09-22,Orsha,216318489
193260,M,Елисей,Крюков,51,1973-01-26,Orsha,219244320
193261,M,Софон,Ермаков,40,1984-04-05,Grodno,224171310
193262,M,Тимофей,Шестаков,38,1985-05-24,Brest,217546971
193263,F,Ираида,Миронова,46,1977-05-24,Lida,218699662
193264,F,Милица,Селезнева,43,1980-05-01,Gomel,226817058
193265,M,Стоян,Власов,31,1992-09-25,Orsha,230902130
193266,F,Вероника,Калинина,47,1977-03-19,Orsha,222312130
193267,M,Мирослав,Бирюков,41,1982-06-11,Brest,229877596
193268,F,Фёкла,Лихачева,43,1980-08-13,Lida,232712756
193269,M,Климент,Гуляев,43,1981-01-09,Brest,233869803
193270,M,Эдуард,Шилов,52,1971-11-17,Orsha,236049114
193271,F,Глафира,Чернова,47,1976-12-03,Minsk,236445643
193272,M,Олег,Федоров,48,1975-12-14,Brest,250100852
193273,M,Авдей,Носков,47,1976-08-23,Mogilev,251094417
193274,M,Спартак,Жданов,45,1978-12-23,Brest,256188354
193275,M,Вацлав,Суханов,39,1984-05-09,Gomel,249903697
193276,F,Ксения,Блинова,36,1988-01-22,Mogilev,253010742
193277,M,Всеволод,Лукин,41,1982-07-05,Orsha,254733789
193278,M,Феофан,Чернов,54,1970-03-15,Minsk,261113744
193279,M,Станимир,Федосеев,36,1987-11-01,Minsk,256698733
193280,M,Павел,Овчинников,50,1974-02-26,Grodno,263824496
193281,M,Прокофий,Шашков,52,1972-02-09,Brest,265324313
193282,F,Ираида,Вишнякова,40,1983-09-12,Orsha,264064902
193283,M,Наркис,Воронцов,47,1976-12-12,Mogilev,267170474
193284,M,Ладислав,Осипов,43,1980-07-12,Gomel,265463145
193285,M,Аникей,Беляев,52,1971-12-08,Mogilev,277746289
193286,M,Карп,Воробьев,41,1982-08-24,Gomel,278111988
193287,F,Прасковья,Игнатьева,44,1979-11-25,Minsk,279173631
193288,M,Творимир,Михеев,53,1971-01-14,Minsk,280207354
193289,M,Поликарп,Горшков,38,1986-03-20,Orsha,282859176
193290,M,Виктор,Волков,33,1990-12-29,Mogilev,276789413
193291,M,Владлен,Сергеев,54,1970-04-04,Brest,280644703
193292,F,Валерия,Захарова,34,1990-03-08,Lida,288422310
193293,F,Василиса,Харитонова,41,1982-12-10,Grodno,289590725
193294,F,Кира,Федосеева,49,1975-01-19,Lida,287162378
193295,M,Максимильян,Зиновьев,47,1977-03-01,Lida,287460673
193296,F,Зинаида,Шарова,44,1979-07-30,Orsha,289159182
193297,M,Алексей,Кабанов,43,1980-10-08,Grodno,299355275
193298,M,Казимир,Кириллов,52,1971-11-26,Mogilev,293326421
193299,M,Милен,Морозов,58,1965-06-15,Gomel,292720806
193300,F,Лора,Кондратьева,42,1981-08-20,Mogilev,292853169
193301,F,Оксана,Веселова,49,1974-12-22,Brest,292371782
193302,M,Парфен,Исаев,46,1977-05-06,Minsk,296708205
193303,M,Макар,Авдеев,52,1972-03-07,Orsha,297310860
193304,M,Ярополк,Никонов,55,1968-09-25,Orsha,301696625
193305,M,Соломон,Комиссаров,51,1972-11-02,Orsha,298228853
193306,F,Тамара,Якушева,33,1990-12-14,Lida,309518706
193307,M,Зосима,Елисеев,33,1990-10-17,Brest,306073598
193308,M,Степан,Селезнев,50,1973-08-29,Orsha,315086888
193309,F,Акулина,Захарова,50,1973-10-04,Lida,315361745
193310,M,Авксентий,Белов,34,1990-02-02,Gomel,325499311
193311,M,Ефрем,Киселев,56,1967-09-08,Grodno,318211558
193312,F,Мария,Сидорова,43,1980-05-12,Grodno,322464524
193313,M,Назар,Уваров,51,1972-08-22,Brest,330184965
193314,M,Капитон,Устинов,44,1980-02-23,Brest,323559272
193315,M,Радован,Кудрявцев,38,1985-09-22,Grodno,327019323
193316,M,Ферапонт,Рыбаков,51,1972-09-12,Brest,330245725
193317,M,Сергей,Артемьев,50,1973-06-02,Brest,340001732
193318,M,Лонгин,Кудряшов,46,1977-10-10,Lida,340439763
193319,M,Матвей,Коновалов,46,1977-08-22,Lida,331707949
193320,F,Анастасия,Гуляева,44,1980-01-25,Orsha,335302234
193321,M,Галактион,Быков,40,1983-08-31,Brest,336143692
193322,M,Варлаам,Капустин,36,1987-12-03,Mogilev,336408931
193323,F,Ирина,Котова,50,1974-01-19,Brest,345594695
193324,F,Лора,Кабанова,46,1977-07-09,Mogilev,339090072
193325,M,Викентий,Чернов,35,1988-09-09,Gomel,345095123
193326,M,Август,Лихачев,40,1983-08-08,Minsk,354726370
193327,F,Надежда,Васильева,37,1986-10-25,Mogilev,348760582
193328,M,Архип,Михайлов,57,1966-08-07,Orsha,356042675
193329,M,Тарас,Белоусов,40,1984-01-08,Minsk,356385009
193330,M,Радован,Борисов,47,1976-11-24,Grodno,350135079
193331,M,Мартын,Архипов,48,1975-05-23,Lida,350337709
193332,F,Людмила,Пахомова,39,1984-09-16,Orsha,353800291
193333,M,Амвросий,Савельев,44,1980-02-01,Orsha,352913333
193334,M,Потап,Веселов,41,1982-07-20,Gomel,366740120
193335,F,Ирина,Блинова,48,1975-08-11,Brest,360947349
193336,F,Фёкла,Тетерина,63,1960-11-21,Minsk,362368825
193337,M,Творимир,Герасимов,44,1979-08-03,Grodno,368094177
193338,M,Илья,Потапов,58,1965-06-23,Lida,368425793
193339,F,Антонина,Некрасова,46,1978-02-07,Lida,370278570
193340,F,Татьяна,Ершова,40,1983-11-04,Gomel,368675480
193341,M,Сигизмунд,Евсеев,31,1992-10-02,Mogilev,378817278
193342,M,Елисей,Мухин,46,1977-10-24,Brest,380324693
193343,M,Пахом,Савельев,54,1969-10-25,Brest,375175373
193344,M,Амвросий,Марков,39,1984-09-02,Brest,379983467
193345,M,Феликс,Назаров,32,1992-03-31,Mogilev,378770527
193346,M,Викентий,Фомичев,45,1978-12-20,Grodno,385227172
193347,M,Тимофей,Макаров,45,1979-01-07,Grodno,393803792
193348,M,Исидор,Степанов,37,1986-10-07,Minsk,394608968
193349,M,Аким,Данилов,48,1975-12-31,Mogilev,394573574
193350,F,Любовь,Исакова,53,1971-02-01,Gomel,418757625
193351,M,Валерий,Андреев,39,1984-12-26,Mogilev,413566583
193352,M,Варлаам,Ефремов,30,1993-07-18,Grodno,415325731
193353,F,Екатерина,Миронова,53,1970-05-12,Grodno,421096037
193354,F,Октябрина,Тихонова,44,1979-09-15,Lida,425305543
193355,F,Любовь,Прохорова,52,1972-03-11,Lida,430495345
193356,M,Викентий,Соболев,45,1978-11-22,Mogilev,436372266
193357,M,Исай,Денисов,49,1974-08-04,Mogilev,433276049
193358,M,Антонин,Фомин,50,1973-08-12,Mogilev,448385496
193359,M,Казимир,Дорофеев,53,1970-12-22,Mogilev,441491020
193360,M,Касьян,Куликов,50,1973-07-07,Brest,455862213
193361,M,Исай,Осипов,46,1977-05-27,Minsk,448030084
193362,F,Нина,Белозерова,48,1976-03-28,Lida,446562054
193363,M,Савелий,Блинов,37,1986-06-18,Brest,453675013
193364,M,Мирон,Евсеев,47,1977-01-02,Brest,452627999
193365,M,Серафим,Лукин,41,1982-12-31,Mogilev,463942478
193366,M,Сергей,Соловьев,34,1989-09-26,Gomel,466987827
193367,F,Надежда,Александрова,48,1975-08-04,Orsha,468198928
193368,M,Мирон,Устинов,46,1977-05-14,Brest,460412715
193369,F,Элеонора,Наумова,45,1978-08-10,Lida,462864368
193370,M,Анисим,Логинов,52,1971-09-06,Mogilev,472685680
193371,M,Остап,Крылов,42,1982-03-07,Lida,468292556
193372,F,Зинаида,Лобанова,53,1971-01-17,Lida,469672939
193373,M,Остап,Красильников,55,1968-07-25,Grodno,475251306
193374,F,Прасковья,Пономарева,48,1976-04-09,Brest,470912654
193375,M,Светозар,Дорофеев,45,1978-06-02,Mogilev,477595163
193376,F,Наина,Васильева,41,1983-02-07,Lida,478319647
193377,M,Мина,Тихонов,41,1982-12-06,Minsk,485348852
193378,M,Ратмир,Федоров,49,1975-01-20,Grodno,489586036
193379,M,Модест,Сидоров,40,1983-06-23,Minsk,493205252
193380,F,Милица,Красильникова,44,1979-05-14,Lida,485538148
193381,F,Регина,Коновалова,31,1992-08-11,Mogilev,488472345
193382,M,Макар,Пахомов,53,1970-07-01,Lida,499913964
193383,M,Яков,Гущин,44,1980-01-10,Grodno,493606410
193384,M,Феликс,Никитин,44,1980-01-24,Lida,494874245
193385,F,Майя,Власова,40,1984-03-03,Lida,489688972
193386,M,Милован,Шарапов,40,1983-11-27,Orsha,490095449
193387,M,Карп,Яковлев,52,1971-10-28,Mogilev,495828885
193388,M,Сила,Осипов,58,1965-05-07,Grodno,495553061
193389,M,Ипполит,Рыбаков,50,1974-01-08,Orsha,497008223
193390,M,Глеб,Киселев,56,1967-11-14,Grodno,498810559
193391,M,Натан,Шашков,48,1975-08-01,Minsk,504460738
193392,M,Макар,Павлов,48,1976-04-15,Orsha,513071427
193393,M,Глеб,Данилов,44,1980-03-31,Orsha,509318568
193394,F,Нонна,Бирюкова,42,1981-12-07,Orsha,511161006
193395,M,Егор,Максимов,41,1982-07-19,Lida,512869516
193396,M,Никодим,Копылов,51,1972-11-26,Mogilev,524510462
193397,F,Анастасия,Лазарева,35,1988-10-18,Orsha,527283752
193398,M,Зосима,Лапин,49,1975-04-07,Grodno,519044386
193399,M,Нифонт,Сергеев,38,1985-07-12,Brest,523887549
193400,M,Автоном,Пономарев,34,1989-05-06,Orsha,533859546
193401,M,Игорь,Кулагин,48,1975-07-28,Lida,535379154
193402,M,Михаил,Лихачев,47,1976-11-08,Grodno,542115130
193403,M,Будимир,Шарапов,38,1985-09-05,Gomel,542428069
193404,M,Савватий,Бирюков,60,1963-11-07,Lida,540687237
193405,M,Ратмир,Панов,58,1965-10-11,Brest,545238077
193406,M,Трифон,Лазарев,48,1976-02-09,Lida,545615712
193407,M,Милован,Копылов,52,1971-09-22,Orsha,544999984
193408,F,Иванна,Трофимова,34,1989-07-08,Brest,551785326
193409,F,Майя,Зайцева,54,1970-01-03,Minsk,549291148
193410,M,Станимир,Ершов,47,1976-10-28,Grodno,556947863
193411,F,Жанна,Евсеева,56,1967-05-22,Brest,552862785
193412,M,Мокей,Одинцов,53,1970-09-05,Gomel,550374882
193413,F,Таисия,Сысоева,45,1979-03-03,Minsk,560245676
193414,M,Глеб,Жуков,45,1979-03-22,Brest,561110416
193415,F,Ольга,Никитина,48,1975-05-30,Grodno,566448555
193416,M,Фотий,Дементьев,44,1980-04-03,Orsha,566906505
193417,M,Дементий,Игнатов,40,1983-11-10,Gomel,556302764
193418,M,Моисей,Меркушев,40,1984-02-02,Minsk,563110539
193419,M,Аггей,Медведев,56,1968-01-25,Mogilev,569118569
193420,F,Лора,Осипова,46,1978-03-02,Minsk,568747863
193421,M,Герасим,Фомичев,43,1980-12-06,Minsk,571419203
193422,F,Ираида,Потапова,36,1987-06-30,Lida,565888538
193423,F,Галина,Лукина,57,1967-02-07,Brest,569315165
193424,M,Любим,Медведев,58,1965-10-10,Grodno,570928253
193425,M,Сигизмунд,Артемьев,51,1973-01-05,Brest,586127924
193426,F,Таисия,Михайлова,41,1982-10-05,Brest,578661510
193427,M,Селиверст,Самсонов,40,1984-02-03,Grodno,578822573
193428,M,Егор,Кулагин,51,1973-03-12,Brest,589307202
193429,M,Марк,Богданов,42,1981-05-18,Minsk,590547257
193430,F,Ия,Лазарева,65,1958-10-01,Grodno,588710669
193431,M,Исидор,Анисимов,27,1996-07-31,Mogilev,600398675
193432,F,Ксения,Комиссарова,46,1978-01-31,Gomel,593158740
193433,F,Пелагея,Соболева,56,1968-01-09,Mogilev,590062281
193434,F,Прасковья,Владимирова,36,1987-07-17,Mogilev,597111430
193435,M,Никифор,Костин,31,1992-08-29,Mogilev,594143749
193436,M,Нифонт,Горшков,49,1975-04-02,Minsk,597761851
193437,F,Галина,Баранова,40,1983-12-08,Mogilev,599499161
193438,M,Фортунат,Ершов,39,1984-12-17,Minsk,600064434
193439,M,Геннадий,Хохлов,48,1976-03-30,Grodno,611701521
193440,M,Денис,Авдеев,37,1986-12-14,Lida,612440622
193441,M,Орест,Жуков,40,1984-04-13,Grodno,615612102
193442,F,Елизавета,Гурьева,46,1977-06-13,Grodno,616634477
193443,M,Ульян,Осипов,47,1976-05-07,Mogilev,630206692
193444,M,Евстафий,Прохоров,37,1986-10-25,Mogilev,631549924
193445,M,Натан,Кириллов,37,1986-11-17,Grodno,634329266
193446,M,Зосима,Ильин,44,1979-06-12,Grodno,638324339
193447,M,Святополк,Михеев,48,1975-10-27,Orsha,645628441
193448,M,Аскольд,Тимофеев,52,1971-10-03,Orsha,648603294
193449,M,Гостомысл,Симонов,34,1989-05-13,Grodno,650139888
193450,M,Бронислав,Суворов,43,1980-09-20,Gomel,649836867
193451,F,Нонна,Никонова,52,1971-07-18,Orsha,656568049
193452,F,Надежда,Колобова,49,1974-10-03,Gomel,664456914
